source_logical_id,resolved_domain,specificity,zone,community_name,island,archipelago,geological_origin,species_code,month_index,month_label,classification_metric,classification_value,partner_functional_richness,partner_rank_abundance,partner_abundance_evenness,source_line
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,ast.aqu,4,,d_prime,0.68,2.0,2.5,0.041,148
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cis.mon,1,,d_prime,0.83,2.0,2.0,0.217,149
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,cis.mon,2,,d_prime,0.67,6.0,1.53,0.519,150
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,gal.tom,1,,d_prime,0.73,3.0,3.5,0.224,151
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,gal.tom,2,,d_prime,0.45,5.0,2.22,0.113,152
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,gal.tom,3,,d_prime,0.72,3.0,1.67,0.344,153
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,rei.tin,1,,d_prime,0.72,2.0,2.67,0.08,154
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,rei.tin,2,,d_prime,0.39,4.0,2.4,0.239,155
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,rei.tin,3,,d_prime,0.53,3.0,2.33,0.221,156
s004,plant,Opportunistic,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,rei.tin,4,,d_prime,0.77,2.0,1.5,0.181,157
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ero.hes,1,,d_prime,0.52,1.0,1.0,1.0,158
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ero.hes,2,,d_prime,0.31,1.0,4.0,1.0,159
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,fra.cap,2,,d_prime,0.3,1.0,4.0,1.0,160
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,fra.cap,3,,d_prime,0.45,2.0,1.33,0.2,161
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,fra.cap,4,,d_prime,0.31,3.0,2.0,0.32,162
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,1,,d_prime,0.35,5.0,2.27,0.191,163
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,2,,d_prime,0.3,5.0,2.38,0.247,164
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,3,,d_prime,0.48,3.0,2.71,0.282,165
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lau.arb,4,,d_prime,0.44,5.0,2.33,0.289,166
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ono.hes,1,,d_prime,0.58,2.0,4.0,0.047,167
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ono.hes,2,,d_prime,0.25,4.0,2.8,0.198,168
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ono.hes,3,,d_prime,0.26,3.0,2.5,0.205,169
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,1,,d_prime,0.36,3.0,2.75,0.062,170
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,2,,d_prime,0.61,2.0,1.5,0.141,171
s004,plant,Opportunistic,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,zyg.fon,3,,d_prime,0.47,1.0,1.0,1.0,172
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,asp.fis,1,,d_prime,0.61,3.0,3.0,0.073,173
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,asp.fis,2,,d_prime,0.59,3.0,3.6,0.171,174
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,asp.fis,3,,d_prime,0.32,3.0,3.0,0.166,175
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,asp.fis,4,,d_prime,0.69,1.0,4.0,1.0,176
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cen.asp,2,,d_prime,0.48,5.0,2.7,0.214,177
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cen.asp,3,,d_prime,0.2,3.0,2.5,0.179,178
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cen.asp,4,,d_prime,0.58,2.0,2.25,0.24,179
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,lot.cor,1,,d_prime,0.94,3.0,2.25,0.019,180
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,lot.cor,2,,d_prime,0.42,3.0,1.33,0.237,181
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,lot.cor,3,,d_prime,0.45,2.0,2.25,0.207,182
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,lot.cor,4,,d_prime,0.85,3.0,2.5,0.234,183
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,myo.ten,2,,d_prime,0.23,1.0,2.5,0.158,184
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,myo.ten,3,,d_prime,0.14,5.0,3.5,0.213,185
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sca.mar,2,,d_prime,0.37,3.0,3.17,0.181,186
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sca.mar,3,,d_prime,0.15,5.0,1.75,0.39,187
s004,plant,Opportunistic,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sca.mar,4,,d_prime,0.94,4.0,2.75,0.285,188
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,atr.sp,3,,d_prime,0.12,1.0,5.0,1.0,195
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,atr.sp,4,,d_prime,0.95,2.0,2.0,0.198,196
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,1,,d_prime,0.79,5.0,2.8,0.183,197
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,2,,d_prime,0.58,3.0,2.75,0.184,198
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,3,,d_prime,0.34,3.0,3.0,0.026,199
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cak.mar,4,,d_prime,0.78,5.0,2.71,0.263,200
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cis.phe,1,,d_prime,0.74,2.0,2.5,0.197,201
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cis.phe,2,,d_prime,0.4,3.0,2.0,0.271,202
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cis.phe,3,,d_prime,0.32,4.0,3.0,0.091,203
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,cis.phe,4,,d_prime,0.54,3.0,2.25,0.25,204
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ono.tou,3,,d_prime,1.0,1.0,1.0,1.0,205
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,ono.tou,4,,d_prime,0.82,2.0,2.67,0.2,206
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,1,,d_prime,0.45,2.0,2.6,0.175,207
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,2,,d_prime,0.69,4.0,2.13,0.263,208
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,3,,d_prime,0.19,2.0,3.67,0.09,209
s004,plant,Selective,CB,Caleton Blanco,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,4,,d_prime,0.47,4.0,3.25,0.171,210
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bel.ann,1,,d_prime,0.83,2.0,2.0,0.499,211
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bel.ann,2,,d_prime,0.63,1.0,1.0,1.0,212
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,bel.ann,3,,d_prime,0.43,2.0,1.5,0.203,213
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,eup.par,2,,d_prime,0.74,6.0,1.71,0.453,214
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,eup.par,3,,d_prime,0.78,8.0,1.66,0.433,215
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,eup.par,4,,d_prime,0.79,5.0,2.27,0.425,216
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hel.sto,2,,d_prime,0.47,3.0,2.08,0.386,217
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,hel.sto,3,,d_prime,0.78,6.0,1.81,0.356,218
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lau.cer,2,,d_prime,0.9,3.0,2.6,0.072,219
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lau.cer,3,,d_prime,0.73,6.0,2.31,0.33,220
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,lau.cer,4,,d_prime,0.6,3.0,2.33,0.181,221
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pol.pol,1,,d_prime,0.59,1.0,3.0,1.0,222
s004,plant,Selective,CM,Cala Mesquida,Mallorca,Balearic Islands,continental_island_system,pol.pol,2,,d_prime,0.92,2.0,1.5,0.241,223
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,1,,d_prime,0.76,4.0,1.73,0.371,224
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,2,,d_prime,0.78,6.0,1.67,0.262,225
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,3,,d_prime,0.72,5.0,1.33,0.299,226
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,ast.lat,4,,d_prime,0.67,6.0,1.54,0.391,227
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lot.gli,2,,d_prime,0.53,1.0,2.0,1.0,228
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lot.gli,3,,d_prime,0.85,1.0,2.0,1.0,229
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,lot.gli,4,,d_prime,0.95,1.0,1.0,1.0,230
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mat.bol,1,,d_prime,0.26,1.0,3.0,1.0,231
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mat.bol,2,,d_prime,0.85,1.0,1.0,1.0,232
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mat.bol,3,,d_prime,0.9,4.0,2.0,0.242,233
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mat.bol,4,,d_prime,0.54,2.0,2.5,0.082,234
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mes.cry,3,,d_prime,1.0,1.0,1.0,1.0,235
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,mes.cry,4,,d_prime,0.95,2.0,2.5,0.142,236
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,1,,d_prime,0.58,2.0,1.71,0.242,237
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,2,,d_prime,0.75,3.0,2.0,0.23,238
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,3,,d_prime,0.8,3.0,1.83,0.189,239
s004,plant,Selective,LC,Las Conchas,Lanzarote,Canary Islands,oceanic_island_system,pol.niv,4,,d_prime,0.93,2.0,1.67,0.184,240
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bla.per,2,,d_prime,1.0,1.0,1.0,1.0,241
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bla.per,3,,d_prime,0.81,3.0,1.67,0.156,242
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,bla.per,4,,d_prime,1.0,1.0,1.0,1.0,243
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cak.mar,3,,d_prime,0.93,1.0,1.0,1.0,244
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,cak.mar,4,,d_prime,0.98,1.0,2.0,1.0,245
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,dau.car,2,,d_prime,0.88,6.0,1.93,0.221,246
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,dau.car,3,,d_prime,0.95,7.0,1.74,0.269,247
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,dau.car,4,,d_prime,0.87,6.0,2.0,0.333,248
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sid.rom,2,,d_prime,1.0,2.0,1.0,1.0,249
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sid.rom,3,,d_prime,0.83,2.0,2.0,0.039,250
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,sid.rom,4,,d_prime,0.9,3.0,2.17,0.369,251
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,teu.dun,3,,d_prime,0.83,7.0,1.82,0.348,252
s004,plant,Selective,SB,Son Bosc,Mallorca,Balearic Islands,continental_island_system,teu.dun,4,,d_prime,0.56,4.0,1.86,0.417,253
